threshold,lam,budget,n_selected,tog_after,avg_ltv_selected,pct_victims_reached,pct_loyals_reached,high_churn_reached,fairness,quality,victim_cov,composite
0.3,0.0,1037625.0,4215,1.9621897368330168,991.3427538730257,76.00679281901989,48.805905340859745,77.73291925465838,0.7528122013655014,0.9417817546443761,0.9757085020242915,0.8844073375370752
0.3,0.1,1037625.0,4313,1.6658222903256772,1032.4452177656383,76.95293546821931,52.974381241858445,74.62732919254658,0.8867454733081189,0.9808293498517445,0.9878542510121457,0.9506670364800213
0.3,0.25,1037625.0,4383,1.5471229936929447,1044.9444295883297,77.68073750606501,54.88493269648285,72.32919254658385,0.9547788904333402,0.9927036784793121,0.9971971348489568,0.9813738630268098
0.3,0.5,1037625.0,4433,1.4865516003371584,1051.252121396986,77.89907811741872,55.49283543204516,70.55900621118012,0.9936825435101135,0.9986960247552129,1.0,0.9974558012328546
0.3,0.75,1037625.0,4469,1.4771603752820572,1052.2307432799948,77.68073750606501,55.796786799826315,69.8136645962733,1.0,0.9996257216037677,0.9971971348489568,0.9989401790111418
0.3,1.0,1037625.0,4481,1.5010882001864139,1050.858169889746,77.58369723435226,55.66652192792011,69.44099378881987,0.9840596809025711,0.998321768383959,0.9959514170040487,0.9927579593544351
0.3,1.5,1037625.0,4499,1.4964130885138687,1052.6247179712716,77.34109655507035,55.97047329570126,68.72670807453416,0.9871340919298348,1.0,0.9928371223917782,0.9933097980957664
0.3,2.0,1037625.0,4506,1.5130405939531912,1050.914987819521,77.38961669092673,55.70994355188884,68.60248447204968,0.9762860171666723,0.998375745769066,0.9934599813142323,0.9893284301739081
0.3,3.0,1037625.0,4502,1.519344246066528,1052.1333610871388,77.4866569626395,55.579678679982635,68.35403726708074,0.9722354753416272,0.9995332079175571,0.9947056991591405,0.9887528898050066
0.3,5.0,1037625.0,4491,1.5490266390909637,1049.4717632255777,77.70499757399321,54.75466782457664,68.22981366459628,0.9536055339557745,0.9970046734682703,0.9975085643101839,0.9824886228052577
0.4,0.0,938550.0,3806,1.7547939209700485,1021.6083979665874,66.48911533117185,45.201910551454624,67.63353378139371,0.8533168419128957,0.9718680630806255,0.9002822201317029,0.9071910712557391
0.4,0.1,938550.0,3918,1.5056153300298616,1051.1801311057543,68.15655396016675,47.025618758141555,63.53024407499116,0.9945403563474681,1.0,0.922859830667921,0.9718204890893409
0.4,0.25,938550.0,4012,1.4973952068501093,1042.5275990534205,70.51875868457618,46.504559270516715,60.311284046692606,1.0,0.9917687446743956,0.9548447789275634,0.9820065813385981
0.4,0.5,938550.0,4085,1.518022696010006,1032.3433404810955,72.325150532654,45.8966565349544,58.22426600636717,0.9864116068790576,0.9820803399272359,0.9793038570084667,0.9825942505958102
0.4,0.75,938550.0,4090,1.5351402626308022,1029.9898581670857,72.53358036127837,45.50586191923578,57.9412805093739,0.9754126338162687,0.9798414445710858,0.9821260583254939,0.9791227431129792
0.4,1.0,938550.0,4084,1.5672244877660633,1027.477038145017,72.71885132005558,44.76769431176726,57.97665369649806,0.9554439830024036,0.9774509693825705,0.984634681718407,0.9724302197652757
0.4,1.5,938550.0,4092,1.6002490572017365,1027.1727309334965,72.97359888837424,44.63742943986105,58.01202688362221,0.9357263484151137,0.9771614783595615,0.9880840388836625,0.9667251713992526
0.4,2.0,938550.0,4074,1.6516739361819086,1024.7563062907757,73.27466419638722,43.81241858445506,58.01202688362221,0.9065925023383019,0.9748627052271404,0.9921605518971465,0.9571481808512706
0.4,3.0,938550.0,4059,1.7169144682819009,1022.9264504415136,73.55257063455304,42.81372123317412,57.97665369649806,0.8721431582719072,0.9731219418744909,0.9959234869865162,0.945497400763822
0.4,5.0,938550.0,4043,1.7696969051001843,1017.6197708107917,73.853635942566,41.81502388189318,58.082773257870535,0.8461308840709875,0.9680736352392241,1.0,0.9356540747646028
0.5,0.0,846325.0,3435,1.526138183653684,1057.543868765869,58.72235872235873,41.858445505861916,56.00961538461539,0.8595704670808805,0.9735687706961043,0.8587854832914121,0.8957310002890836
0.5,0.1,846325.0,3484,1.3268845680785315,1086.2549216833675,60.417690417690416,43.07425097698654,52.28365384615385,0.9886491582706564,1.0,0.8835788717211641,0.9559367863587428
0.5,0.25,846325.0,3557,1.3118233113531637,1075.1665392220073,62.40786240786241,42.33608336951802,49.15865384615385,1.0,0.9897920992208933,0.9126841537908731,0.9666920886651663
0.5,0.5,846325.0,3635,1.4103308605596592,1049.655369554839,65.38083538083538,41.1202778983934,46.15384615384615,0.9301528797523406,0.9663066639350086,0.9561624146604383,0.9507514415915557
0.5,0.75,846325.0,3656,1.4501760412311822,1042.9977668237627,66.38820638820638,40.29526704298741,45.2724358974359,0.9045959070179103,0.9601777133561161,0.9708947179302909,0.9447700689384504
0.5,1.0,846325.0,3660,1.4672511943349735,1040.520049445611,66.73218673218673,40.078158923143725,44.99198717948718,0.8940686614657983,0.9578967410643524,0.9759252605102406,0.9419663220235838
0.5,1.5,846325.0,3646,1.5387334676284803,1030.4846226577624,67.29729729729729,38.86235345201911,45.032051282051285,0.8525344635383579,0.9486581851899204,0.9841897233201579,0.9267590651819273
0.5,2.0,846325.0,3632,1.6046001125242135,1025.760546965458,67.64127764127764,37.90707772470691,45.032051282051285,0.817539087224368,0.9443092284229548,0.9892202659001077,0.9140541432986389
0.5,3.0,846325.0,3608,1.6977337763494051,1018.5057109238827,68.08353808353809,36.60442900564481,45.11217948717949,0.7726908244553777,0.9376304683117165,0.995688106360043,0.8968509282135878
0.5,5.0,846325.0,3598,1.7345974155420574,1012.988041583104,68.37837837837839,35.77941815023882,45.11217948717949,0.7562696102272366,0.9325509338206524,1.0,0.8901224135107627
0.6,0.0,753195.0,3059,1.2995297315960537,1098.1419395063622,56.01589103291714,38.297872340425535,42.07119741100323,0.8177052360803952,0.9655066974763935,0.8742249778565102,0.8837411819411634
0.6,0.1,753195.0,3061,1.1252923898295464,1129.6775207541727,57.434733257661755,39.16630481980026,38.97364771151179,0.9443165843583159,0.9932333635913941,0.896368467670505,0.94381127740761
0.6,0.25,753195.0,3060,1.0626322659682437,1137.373715145266,58.342792281498305,39.036039947894054,37.309292649098474,1.0,1.0,0.9105403011514617,0.9692438579334987
0.6,0.5,753195.0,3069,1.1210807579198743,1123.522170628553,60.499432463110104,37.99392097264438,36.01479426722145,0.9478641556027777,0.9878214659506671,0.9441984056687335,0.959759915249329
0.6,0.75,753195.0,3061,1.149848761175246,1112.7967257970051,61.88989784335982,36.99522362136344,35.64493758668516,0.924149594145008,0.9783914565450267,0.9658990256864483,0.9558627825971576
0.6,1.0,753195.0,3060,1.2025989669196508,1107.5960189720947,62.3439273552781,36.474164133738604,35.64493758668516,0.8836131538430311,0.9738188989453057,0.9729849424269266,0.9425017460629019
0.6,1.5,753195.0,3040,1.3132898470314271,1094.4317473722258,63.19523269012486,34.78072079895788,35.59870550161812,0.8091376540907765,0.9622446279518991,0.9862710363153234,0.915731307252991
0.6,2.0,753195.0,3017,1.4054930322355315,1084.1432110268918,63.677639046538026,33.69518019973947,35.78363384188627,0.7560565876858567,0.9531987565656239,0.9937998228520816,0.8947030022629179
0.6,3.0,753195.0,2988,1.4861965937139527,1072.308594840771,63.98978433598184,32.17542336083369,35.73740175681923,0.7150011448436732,0.9427935431968508,0.9986713906111604,0.8764261257030772
0.6,5.0,753195.0,2972,1.5605842029603838,1062.6210318631634,64.07491486946651,31.30699088145897,35.59870550161812,0.6809195325394557,0.9342760587072692,1.0,0.8600499417354686
0.7,0.0,627745.0,2593,0.9955385467753225,1149.9928760280745,46.49042844120328,34.30308293530178,20.919540229885058,0.8492351236926399,0.9647707827813995,0.8103813559322033,0.8723963579997229
0.7,0.1,627745.0,2584,0.8784316178505924,1179.7672010245938,48.31358249772106,34.73729917498915,18.850574712643677,0.9624497612918679,0.9897495452002533,0.8421610169491526,0.9291792542984695
0.7,0.25,627745.0,2566,0.845446300911532,1191.9855954931454,50.1671224551808,34.69387755102041,17.586206896551722,1.0,1.0,0.8744703389830509,0.9562725609891491
0.7,0.5,627745.0,2536,0.8790742398533329,1178.769518945666,52.23336371923427,32.870169344333476,17.586206896551722,0.9617461900061917,0.9889125534759405,0.9104872881355931,0.9531562143870362
